location,area_sqft,bhk,bathrooms,floor,total_floors,age_of_property,parking,lift,actual_price
nerul,1441.12,2,1.0,16,38.0,10.9,1,0,17174446
Kharghar,539.39,3,2.0,21,6.0,8.8,0,1,7163637
Vashi,902.31,2,1.0,21,3.0,13.5,0,0,10600170
panvel,1208.02,2.4597701149425286,3.0,18,24.0,7.9,1,1,15879468
Kharghar,902.06,2.4597701149425286,1.0,11,32.0,8.7,0,0,14331140
Nerul,1155.75,2.4597701149425286,2.0,21,23.0,2.9,1,1,12574221
Airoli,1555.2,4,2.5295887662988967,10,35.0,16.4,1,1,29630017
Vashi,1183.07,1,3.0,23,29.0,5.3,0,0,18963563
Kharghar,542.45,2.4597701149425286,2.5295887662988967,9,12.0,6.6,0,1,8551916
nerul,950.28,2.4597701149425286,1.0,24,33.0,13.9,1,1,10845967
Airoli,479.34,2,3.0,11,33.0,13.6,0,1,4790592
Panvel,1384.07,1,1.0,33,6.0,8.0,1,1,17646982
Airoli,772.14,2,2.5295887662988967,2,22.0,5.4,0,0,11692135
Airoli,1079.19,3,4.0,24,11.0,7.6,0,0,12891396
Belapur,615.94,4,3.0,3,34.0,20.5,0,0,7564334
KHARGHAR,3430.9657487994687,2,2.0,2,36.0,11.7,1,0,50507091.96410894
Kharghar,1306.21,2,4.0,5,10.0,10.2,1,1,23097186
KHARGHAR,1304.92,4,1.0,28,13.0,3.4,0,1,19342196
Panvel,471.88,2,2.5295887662988967,16.55400254129606,30.0,16.7,0,1,6855526
Ulwe,1074.24,2.4597701149425286,1.0,32,26.0,1.8,0,0,14449023
Nerul,1412.94,1,2.5295887662988967,14,8.0,15.7,0,0,13687297
Panvel,501.39,2,2.0,17,39.0,12.3,1,0,5210644
Ghansoli,488.6,1,2.0,20,9.0,9.6,0,0,4765942
Vashi,1082.77,2,3.0,15,28.0,24.3409720571534,0,0,18186887
Panvel,1264.32,2.4597701149425286,2.5295887662988967,30,18.0,10.6,1,1,20240623
KHARGHAR,1285.03,2.4597701149425286,1.0,15,24.0,3.1,0,0,17136956
Airoli,290.41,2,2.5295887662988967,34,37.0,11.4,0,0,3551549
Ghansoli,788.68,2,3.0,4,32.0,8.5,1,1,9049418
Panvel,374.64,2,1.0,6,36.0,4.9,0,0,6009786
Kharghar,824.79,1,2.5295887662988967,24,19.846280312371558,1.6,0,0,8861122
panvel,881.21,2.4597701149425286,3.0,6,37.0,18.6,0,0,10785257
Panvel,71.49,2,1.0,16,31.0,9.4,1,0,1389980
panvel,1441.59,2.4597701149425286,1.0,34,16.0,4.2,0,0,18920771
Vashi,637.49,4,2.5295887662988967,7,15.0,2.9,1,0,10356708
Ulwe,215.72,2.4597701149425286,1.0,12,19.0,10.0,0,0,2372166
Belapur,1497.45,2.4597701149425286,2.0,6,3.0,2.2,1,0,15314962
Kharghar,1245.29,2,2.0,26,10.0,12.2,0,0,13660148
panvel,1858.97,2,4.0,17,11.0,13.3,0,1,23013125
Ulwe,383.69,2,4.0,13,37.0,15.8,0,0,5828905
Vashi,1032.91,1,2.0,9,32.0,8.4,0,0,15611363
nerul,1160.79,2,4.0,2,25.0,8.0,1,0,16606373
Vashi,1188.09,3,3.0,17,9.0,16.4,1,0,14858837
Panvel,1298.03,3,2.0,34,19.0,11.0,0,0,26109632
Kharghar,379.59,2.4597701149425286,3.0,26,11.0,10.4,0,0,4107489
Belapur,847.08,4,4.0,23,27.0,2.3,1,0,11916932
Nerul,1408.41,4,3.0,16.55400254129606,11.0,3.3,1,0,21200201
Ulwe,1462.5,1,4.0,16.55400254129606,25.0,5.3,1,1,17969921
KHARGHAR,923.56,3,2.5295887662988967,11,30.0,2.3,1,1,10377808
Ulwe,1163.68,2.4597701149425286,3.0,20,34.0,3.6,0,0,13165801
panvel,1010.56,1,4.0,11,33.0,9.8,1,1,16600369
nerul,832.28,3,2.0,24,30.0,9.8,0,0,16055533
Airoli,219.61,4,2.5295887662988967,28,3.0,0.1,1,0,4268966
nerul,1633.59,2,2.0,16,18.0,11.1,0,0,16023023
KHARGHAR,1248.83,2,4.0,3,25.0,16.4,0,0,18188400
Airoli,831.8,3,2.5295887662988967,4,37.0,7.4,1,1,15434182
KHARGHAR,1188.37,2.4597701149425286,4.0,14,11.0,6.4,0,1,12515195
Panvel,519.45,4,1.0,0,24.0,4.0,1,0,8390668
Ghansoli,1617.96,2,2.5295887662988967,12,22.0,10.4,0,0,23274104
Kharghar,740.29,2,2.0,25,11.0,11.6,0,0,11929283
panvel,389.05,1,2.0,30,4.0,20.5,0,1,4299837
Airoli,977.35,2,3.0,16.55400254129606,15.0,2.5,0,0,11692109
panvel,1029.36,2,2.5295887662988967,24,39.0,7.9,0,0,15556210
Nerul,1080.34,1,1.0,32,21.0,15.3,0,0,13940353
KHARGHAR,1792.06,3,2.5295887662988967,11,20.0,0.7,0,1,28374745
Ghansoli,576.05,2.4597701149425286,1.0,10,4.0,6.7,0,0,9218165
CBD Belapur,991.69,2,1.0,27,2.0,0.9,0,1,19350569
Ghansoli,1168.63,3,2.5295887662988967,24,19.0,12.6,0,0,24371117
Nerul,996.27,2,3.0,16.55400254129606,19.0,15.1,1,1,13948821
Nerul,1502.06,2,2.5295887662988967,3,6.0,20.2,1,1,26499671
Ghansoli,1638.86,2.4597701149425286,4.0,20,26.0,3.4,0,1,24329491
panvel,618.72,3,2.0,26,30.0,4.1,0,0,10293266
Belapur,670.16,2,4.0,14,23.0,6.7,0,0,9374768
nerul,587.2,3,2.5295887662988967,29,9.0,9.1,1,0,6787963
Airoli,1745.94,4,4.0,33,24.0,10.1,1,0,26935251
Panvel,781.17,1,2.0,7,36.0,8.2,0,1,8288742
Panvel,1206.76,2,1.0,15,5.0,1.8,1,1,11736338
CBD Belapur,866.39,1,3.0,31,39.0,11.2,0,1,11461874
Belapur,898.44,2,4.0,5,30.0,10.0,0,1,15151238
nerul,1447.29,2,3.0,8,39.0,12.2,0,0,26774092
panvel,1123.91,4,4.0,19,30.0,10.9,1,0,22734889
nerul,1283.69,3,3.0,8,16.0,9.6,1,1,21057553
Ghansoli,373.41,4,2.5295887662988967,27,9.0,6.7,0,0,5265649
Vashi,572.78,2,1.0,20,4.0,16.4,1,0,9205142
Airoli,1539.62,4,4.0,30,14.0,5.9,0,0,26567934
KHARGHAR,890.89,2,2.5295887662988967,33,16.0,5.3,0,1,15336455
Airoli,621.54,3,4.0,16,34.0,11.2,0,1,6796636
Ghansoli,935.67,2,2.0,19,26.0,17.4,1,0,12623654
KHARGHAR,1325.99,2.4597701149425286,2.5295887662988967,14,13.0,5.7,1,1,16492796
Belapur,1142.0,1,2.5295887662988967,16.55400254129606,19.0,16.5,1,0,15613453
Vashi,1163.79,2,3.0,30,18.0,7.2,0,1,12224124
Ghansoli,1058.39,2.4597701149425286,3.0,1,34.0,9.8,1,0,14173572
panvel,1031.81,2,1.0,5,19.0,5.0,1,0,10638015
Vashi,906.74,2.4597701149425286,2.0,25,24.0,14.7,0,1,14844229
Airoli,1369.39,2,4.0,29,35.0,2.1,0,0,13662640
CBD Belapur,-212.8,2.4597701149425286,1.0,10,2.0,5.8,0,1,-2219023
Airoli,182.13,2.4597701149425286,4.0,20,8.0,7.9,0,0,2814011
KHARGHAR,1222.54,2,4.0,27,7.0,1.1,0,0,19693348
Airoli,780.07,2,1.0,4,7.0,11.0,1,0,10187834
KHARGHAR,252.17,4,4.0,15,34.0,2.5,0,0,4765899
Airoli,1416.32,1,3.0,5,10.0,6.8,1,1,25634365
Vashi,1405.95,2.4597701149425286,2.0,20,33.0,15.9,1,1,18405870
KHARGHAR,1589.46,2.4597701149425286,3.0,16,24.0,11.4,1,0,15818773
Ghansoli,176.68,3,4.0,18,19.846280312371558,14.4,1,0,3153927
nerul,1154.57,2.4597701149425286,3.0,8,12.0,9.9,0,0,18397192
Panvel,1616.89,2,3.0,1,9.0,17.1,1,0,23624001
Airoli,549.35,2,2.5295887662988967,25,21.0,6.3,1,1,8244627
Airoli,668.21,1,2.5295887662988967,8,34.0,3.6,1,0,10295079
Vashi,1355.47,4,4.0,20,34.0,1.4,1,1,19070710
Ghansoli,603.14,2.4597701149425286,2.0,15,11.0,11.7,0,0,5885009
Panvel,1296.08,1,2.5295887662988967,16.55400254129606,12.0,9.0,0,1,21785064
Airoli,323.46,2,2.5295887662988967,31,34.0,0.1,0,0,4305282
Nerul,826.98,3,1.0,13,1.0,10.7,1,1,13655278
Airoli,804.43,2.4597701149425286,1.0,6,28.0,6.3,1,0,9062825
Belapur,1245.86,2.4597701149425286,4.0,28,32.0,3.5,0,0,12193175
Vashi,1920.59,2,2.0,11,4.0,4.6,0,1,34287452
Vashi,944.12,3,2.5295887662988967,6,33.0,9.6,1,1,14188597
Airoli,1023.92,4,4.0,21,39.0,15.5,0,1,16005707
Panvel,1362.37,3,3.0,28,2.0,6.3,1,0,18267211
Vashi,71.94,2,1.0,32,26.0,16.8,0,1,741093
Panvel,1193.49,3,1.0,8,21.0,4.7,0,0,15118988
Airoli,424.33,2,4.0,1,19.846280312371558,12.8,1,0,4764755
Nerul,562.32,1,3.0,20,9.0,11.3,0,0,7803921
panvel,1367.0,2,1.0,2,22.0,6.7,1,0,19265645
KHARGHAR,1567.12,3,4.0,26,7.0,6.0,1,0,21212751
Ghansoli,823.96,4,3.0,11,10.0,13.6,1,0,12669980
Airoli,814.19,2.4597701149425286,2.0,19,32.0,13.8,0,1,8680166
Ghansoli,118.15,2,4.0,30,30.0,12.1,1,0,1377617
Kharghar,1527.51,2,4.0,11,35.0,7.5,1,0,27057843
panvel,1541.63,4,2.5295887662988967,4,15.0,11.7,0,0,25078759
nerul,1624.64,2,1.0,16,22.0,6.0,0,1,22972974
panvel,845.99,2,2.0,16,22.0,2.7,1,1,9819163
nerul,932.1,3,3.0,13,2.0,1.8,1,0,12545862
CBD Belapur,505.07,2,4.0,28,1.0,1.0,0,0,6497586
Nerul,1168.69,3,2.5295887662988967,4,37.0,4.6,0,1,16099314
Vashi,1590.43,2,2.0,22,26.0,13.4,0,1,18051734
Ulwe,1019.58,2.4597701149425286,2.5295887662988967,9,9.0,4.3,0,0,14783670
CBD Belapur,1102.77,4,1.0,13,14.0,10.6,1,1,18729855
panvel,3430.9657487994687,4,2.0,6,17.0,15.6,0,0,50507091.96410894
panvel,821.3,1,4.0,31,10.0,7.8,0,1,11071022
Airoli,1418.03,2,2.0,23,13.0,6.4,0,0,22495657
Airoli,1035.93,2,3.0,16.55400254129606,19.0,4.6,0,1,14055185
CBD Belapur,689.71,4,4.0,28,32.0,14.4,0,1,8686511
Belapur,569.07,2.4597701149425286,1.0,8,36.0,3.9,1,0,9334759
nerul,863.15,2,4.0,27,29.0,11.2,0,0,13071995
Airoli,426.14,2,2.0,9,31.0,3.5,0,1,8089450
nerul,1139.39,3,3.0,13,12.0,6.4,0,1,15896538
Kharghar,667.31,3,4.0,30,11.0,13.4,0,0,13622946
Ulwe,508.53,1,3.0,3,21.0,6.0,0,0,9052660
Panvel,616.65,2.4597701149425286,4.0,13,29.0,5.8,0,0,7723969
Airoli,922.71,2.4597701149425286,3.0,4,28.0,7.1,0,1,11930283
nerul,202.07,2.4597701149425286,2.5295887662988967,14,23.0,1.0,1,1,1987967
Airoli,1494.64,2.4597701149425286,4.0,6,38.0,8.3,0,1,23901945
nerul,383.43,2.4597701149425286,1.0,27,35.0,11.9,1,1,5444153
Panvel,985.76,2,4.0,22,1.0,5.3,1,0,11652792
CBD Belapur,747.8,1,3.0,1,24.0,9.3,0,0,9290794
Ghansoli,1434.85,3,3.0,15,19.846280312371558,0.6,1,0,25209664
Belapur,1072.1,2,4.0,27,4.0,11.5,0,1,11258185
Ghansoli,1536.14,4,2.5295887662988967,10,11.0,8.3,1,1,27471264
Panvel,1290.63,2,2.5295887662988967,7,19.0,15.7,1,0,22002462
KHARGHAR,346.72,2,1.0,16.55400254129606,26.0,1.1,1,0,3151897
Ulwe,751.8,2,1.0,6,9.0,12.1,1,0,13021475
Airoli,799.06,1,3.0,29,11.0,12.3,0,0,14239329
Vashi,872.27,2,3.0,26,24.0,2.7,1,0,11750934
CBD Belapur,1012.82,3,3.0,16.55400254129606,9.0,14.5,0,1,15820501
Panvel,1264.56,2.4597701149425286,2.5295887662988967,18,39.0,4.6,0,0,16315249
CBD Belapur,1042.84,3,2.5295887662988967,28,16.0,11.0,0,0,10827840
Nerul,306.19,2.4597701149425286,1.0,16.55400254129606,7.0,3.8,1,0,4023705
Airoli,336.28,2,1.0,21,29.0,13.5,1,1,4129277
Ulwe,501.93,2.4597701149425286,3.0,21,26.0,12.9,0,0,6177770
CBD Belapur,847.49,1,2.5295887662988967,29,39.0,6.6,0,1,14811106
panvel,538.25,4,2.5295887662988967,11,30.0,0.1,0,0,10033634
CBD Belapur,299.47,2.4597701149425286,2.0,29,6.0,6.9,1,1,4691502
KHARGHAR,358.49,4,2.0,28,8.0,18.0,1,0,4672180
Vashi,706.56,4,3.0,16.55400254129606,9.0,4.8,0,1,10383574
Kharghar,206.2,2.4597701149425286,4.0,24,15.0,1.8,0,0,3021560
Nerul,841.89,2,1.0,4,23.0,9.3,1,1,11685517
panvel,1632.01,4,1.0,16.55400254129606,35.0,6.2,1,1,28029682
Nerul,-296.66,4,2.0,9,30.0,8.3,0,0,-3779417
Nerul,1676.7,1,4.0,32,13.0,0.4,1,1,31773486
nerul,831.49,2,4.0,22,3.0,1.6,0,0,11090266
panvel,1246.43,2.4597701149425286,2.5295887662988967,10,14.0,2.7,0,1,15339397
Airoli,1491.12,3,3.0,13,2.0,5.2,0,0,30183791
Ghansoli,1418.72,3,1.0,15,11.0,17.0,0,0,18420918
Kharghar,1002.79,1,1.0,9,24.0,2.9,1,1,10342482
panvel,789.05,2.4597701149425286,2.0,31,36.0,12.6,0,0,8398839
Vashi,428.21,4,1.0,6,16.0,12.0,0,0,4424910
Belapur,1118.67,2,2.5295887662988967,12,17.0,5.4,1,1,21536826
Vashi,549.11,3,2.0,1,4.0,3.5,1,0,8401547
Kharghar,750.15,1,2.5295887662988967,34,5.0,7.6,0,0,9911988
nerul,1154.53,3,2.5295887662988967,25,5.0,16.0,1,1,14143627
Airoli,1006.37,1,2.0,6,39.0,8.9,0,0,9733351
CBD Belapur,906.05,1,3.0,27,33.0,6.9,0,1,15007645
Airoli,1200.64,2.4597701149425286,1.0,20,33.0,4.0,0,0,12782604
KHARGHAR,3430.9657487994687,2.4597701149425286,3.0,8,38.0,0.9,0,1,42275559
Vashi,1119.63,2,1.0,17,8.0,8.2,0,1,14491788
Belapur,1561.5,2.4597701149425286,2.5295887662988967,5,32.0,7.5,0,1,18390886
CBD Belapur,161.41,2,1.0,16,28.0,11.7,0,1,3139578
Airoli,502.49,2,1.0,30,19.846280312371558,18.6,1,1,7210624
Ulwe,941.64,2,4.0,6,1.0,8.7,0,1,12455666
KHARGHAR,489.59,2,4.0,25,38.0,10.3,1,0,7571465
Airoli,1291.59,2,4.0,28,29.0,6.4,1,0,22361575
Nerul,628.27,1,4.0,1,12.0,13.4,0,0,11542185
Ghansoli,317.7,2.4597701149425286,2.0,28,24.0,7.6,0,0,4234835
Ulwe,800.33,2.4597701149425286,4.0,30,18.0,7.1,0,0,12211025
Ghansoli,1596.15,1,4.0,7,35.0,6.1,1,0,24146058
Ulwe,1092.49,1,2.0,17,6.0,0.5,0,0,18636619
Ghansoli,1146.8,2,2.5295887662988967,5,13.0,1.6,1,0,14531583
Kharghar,1668.54,2.4597701149425286,2.5295887662988967,23,32.0,12.2,0,0,15209924
nerul,730.64,4,1.0,31,28.0,7.6,0,0,14908526
Ulwe,1127.41,4,3.0,8,7.0,2.2,1,0,15368589
Panvel,1281.23,4,3.0,0,11.0,6.4,0,1,16900871
Airoli,797.44,1,2.5295887662988967,8,21.0,10.3,0,0,14704406
CBD Belapur,1459.77,2,3.0,2,22.0,7.0,1,0,23467717
Nerul,679.44,2,2.0,15,13.0,18.8,0,0,6970778
Nerul,167.98,2,2.5295887662988967,33,8.0,5.8,0,0,2882719
Airoli,3430.9657487994687,2,1.0,32,13.0,6.2,0,1,50507091.96410894
nerul,833.3,1,1.0,11,33.0,7.6,0,0,10649173
Nerul,931.61,2,2.5295887662988967,27,25.0,1.1,0,0,9750071
Panvel,1055.01,2.4597701149425286,3.0,15,18.0,2.2,1,1,13327818
Airoli,802.27,2,4.0,20,25.0,1.5,1,0,13071213
Kharghar,682.08,3,2.5295887662988967,6,15.0,2.7,1,0,11206167
CBD Belapur,1117.88,2,4.0,6,22.0,9.7,0,0,17837051
Ghansoli,841.85,4,2.5295887662988967,22,21.0,0.3,0,1,9638746
KHARGHAR,690.29,3,4.0,22,13.0,13.7,0,0,10840190
nerul,612.46,2,3.0,8,20.0,13.3,0,0,8556045
Airoli,1517.41,2,2.5295887662988967,9,4.0,6.9,0,0,25306497
Panvel,1019.93,4,3.0,19,15.0,0.7,0,1,18041045
Airoli,1097.86,2,4.0,28,6.0,7.4,0,0,13913702
nerul,932.59,2.4597701149425286,2.0,18,36.0,5.5,0,0,10368699
Ulwe,3430.9657487994687,1,2.0,1,35.0,11.7,1,0,50507091.96410894
Kharghar,1082.78,1,1.0,16,32.0,12.8,0,0,12708383
panvel,816.37,1,2.5295887662988967,8,25.0,11.4,0,0,14742160
